date,close,btc_vol_30d,drawdown,macro_pressure,risk_regime,vix,us10y
2026-03-04,62493.14453125,82.51006896311824,0.0,99.99999999672413,HIGH,21.149999618530273,4.079999923706055
2026-03-05,61034.8046875,81.71322659298889,0.0,99.9999999975378,HIGH,23.75,4.145999908447266
2026-03-06,58624.63671875,82.04696822408503,0.0,99.99999999763173,HIGH,29.489999771118164,4.132999897003174
2026-03-07,57908.72265625,65.28795490786142,0.0,99.99999999763173,MEDIUM,29.489999771118164,4.132999897003174
2026-03-08,57242.8359375,49.63412012211918,0.0,96.06641654979695,MEDIUM,29.489999771118164,4.132999897003174
2026-03-09,58884.87890625,50.29579048989549,0.0,74.27120788336047,MEDIUM,25.5,4.136000156402588
2026-03-10,60221.0625,50.69930221051282,0.0,59.50040570811257,MEDIUM,24.93000030517578,4.136000156402588
2026-03-11,60821.71875,50.68330339549668,0.0,71.17740415028348,MEDIUM,24.229999542236328,4.208000183105469
2026-03-12,61186.83984375,50.232162288011864,0.0,94.00751138112089,MEDIUM,27.290000915527344,4.2729997634887695
2026-03-13,61894.51171875,49.347341042966,0.0,94.42269757022186,MEDIUM,27.190000534057617,4.284999847412109
2026-03-14,62122.94140625,49.07158779224456,0.0,92.8364179770447,MEDIUM,27.190000534057617,4.284999847412109
2026-03-15,63652.52734375,47.94926379550809,0.0,91.76942815910284,MEDIUM,27.190000534057617,4.284999847412109
2026-03-16,65105.63671875,48.318138208989296,0.0,53.88914032600262,LOW,23.510000228881836,4.21999979019165
2026-03-17,64061.5859375,48.434391082265726,-0.48108773703890195,35.07511284744252,LOW,22.3700008392334,4.202000141143799
2026-03-18,62152.078125,49.82148298810943,-1.3609690693184189,52.68395803115609,LOW,25.09000015258789,4.258999824523926
2026-03-19,60391.71484375,50.395988288860686,-2.1721261533914618,52.39628606297967,MEDIUM,24.059999465942383,4.281000137329102
2026-03-20,60945.6171875,50.229435364152586,-2.1721261533914618,80.81663024501256,HIGH,26.780000686645508,4.390999794006348
2026-03-21,59297.98046875,51.23074370589303,-2.1721261533914618,91.001578495464,HIGH,26.780000686645508,4.390999794006348
2026-03-22,58679.0546875,51.20650982363141,-2.1721261533914618,92.87738771046887,MEDIUM,26.780000686645508,4.390999794006348
2026-03-23,61090.31640625,53.08871332468977,-2.1721261533914618,70.92863757193017,MEDIUM,26.149999618530273,4.334000110626221
2026-03-24,60719.26171875,53.00996054384067,-2.1721261533914618,79.30313558770762,MEDIUM,26.950000762939453,4.392000198364258
2026-03-25,61678.76953125,50.73394200704278,-2.1721261533914618,43.95730383114867,LOW,25.329999923706055,4.328000068664551
2026-03-26,59639.859375,52.261777719741495,-3.1422926161763662,65.43412687676451,MEDIUM,27.440000534057617,4.415999889373779
2026-03-27,57473.6171875,50.317495515709865,-4.173046969986455,80.2137148720188,MEDIUM,31.049999237060547,4.440000057220459
2026-03-28,57451.95703125,50.257189175537086,-4.173046969986455,88.4843612971306,MEDIUM,31.049999237060547,4.440000057220459
2026-03-29,57391.79296875,49.44517457215736,-4.173046969986455,77.49750734859757,MEDIUM,31.049999237060547,4.440000057220459
2026-03-30,58212.02734375,49.348699331167964,-3.762183899532148,69.36819836719333,LOW,30.610000610351562,4.3420000076293945
2026-03-31,58955.76953125,49.19986485157458,-3.389636481262038,32.6453775983469,LOW,25.25,4.310999870300293
2026-04-01,58739.80859375,45.811373701782266,-3.497813334834469,27.75273717936185,LOW,24.540000915527344,4.318999767303467
2026-04-02,57954.734375,46.05649234830685,-3.8910643541545573,24.770248254977734,LOW,23.8700008392334,4.313000202178955
2026-04-03,58092.37890625,40.15545941834282,-3.8221169210009314,24.78851993504559,LOW,23.8700008392334,4.313000202178955
2026-04-04,58409.3828125,39.500104525360705,-3.663326699281834,40.998428073165236,LOW,23.8700008392334,4.313000202178955
2026-04-05,59933.19921875,38.1099916408077,-2.90003280845884,46.048443279003415,LOW,23.8700008392334,4.313000202178955
2026-04-06,59668.76171875,37.867841351435935,-3.0324920256103427,49.13035987244066,LOW,24.170000076293945,4.335000038146973
2026-04-07,61560.08984375,39.02604736700792,-2.085108077364971,55.9370250536984,LOW,25.780000686645508,4.3429999351501465
2026-04-08,61001.86328125,38.063309332086554,-2.3647289838624608,33.19933180789666,LOW,21.040000915527344,4.290999889373779
2026-04-09,61383.80859375,37.32930626615084,-2.1734090043268828,28.921371001208414,LOW,19.489999771118164,4.293000221252441
2026-04-10,62213.109375,37.458563291766495,-1.758004486179821,32.07468674992932,LOW,19.229999542236328,4.316999912261963
2026-04-11,62298.41796875,37.41458538450994,-1.7152726136412488,28.199001788793037,LOW,19.229999542236328,4.316999912261963
2026-04-12,60602.34765625,38.44040610642155,-2.5648500972722355,26.760037109641527,LOW,19.229999542236328,4.316999912261963
2026-04-13,63300.24609375,41.51637730210966,-1.2134475352848593,31.82534046895014,LOW,19.1200008392334,4.296999931335449
2026-04-14,62875.66796875,40.68888031831413,-1.4261226893653411,21.88488832770455,LOW,18.360000610351562,4.25600004196167
2026-04-15,63356.68359375,39.94575569083697,-1.185177463649836,21.688762691440093,LOW,18.170000076293945,4.2820000648498535
2026-04-16,63792.359375,39.636631324429125,-0.966943389752406,25.788006173666417,LOW,17.940000534057617,4.309000015258789
2026-04-17,65514.42578125,39.1976587777864,-0.1043442196090259,13.356389114116238,LOW,17.479999542236328,4.245999813079834
2026-04-18,64332.8203125,38.35241249931648,-0.6448538177634788,16.938010229580545,LOW,17.479999542236328,4.245999813079834
2026-04-19,62915.125,39.18485035022036,-1.2933595533331261,24.231689656690747,LOW,17.479999542236328,4.245999813079834
2026-04-20,64384.2109375,38.54108178455199,-0.6213458645572068,24.47529316190216,LOW,18.8700008392334,4.25
2026-04-21,65014.3125,38.302223078695114,-0.3331143428263079,29.00791734920561,LOW,19.5,4.291999816894531
2026-04-22,66806.171875,36.901077212591524,0.0,38.73662706485243,LOW,18.920000076293945,4.294000148773193
2026-04-23,66990.0859375,36.75103744975203,0.0,44.92868537496287,LOW,19.309999465942383,4.322999954223633
2026-04-24,66072.7890625,36.9438610686648,0.0,40.759484781409036,LOW,18.709999084472656,4.309999942779541
2026-04-25,66204.9140625,34.6525728791117,0.0,40.001380716938066,LOW,18.709999084472656,4.309999942779541
2026-04-26,67195.484375,31.69908956337157,0.0,32.524065370478525,LOW,18.709999084472656,4.309999942779541
2026-04-27,65994.65625,32.669668407722035,0.0,34.74471388470293,LOW,18.020000457763672,4.335999965667725
2026-04-28,65158.58203125,33.17775069013953,0.0,32.16709908972437,LOW,17.829999923706055,4.354000091552734
2026-04-29,64848.234375,33.12729095032371,0.0,48.59975894826555,LOW,18.809999465942383,4.418000221252441
2026-04-30,65056.984375,32.96685080193269,0.0,37.75533015143815,LOW,16.889999389648438,4.389999866485596
2026-05-01,66692.0078125,33.70869006723256,0.0,35.798631536636755,LOW,16.989999771118164,4.377999782562256
2026-05-02,67065.0546875,33.09485232480602,0.0,31.08981246159069,LOW,16.989999771118164,4.377999782562256
2026-05-03,66980.1484375,33.15582597556355,0.0,27.81316610750767,LOW,16.989999771118164,4.377999782562256
2026-05-04,68277.125,33.537799880265375,0.0,32.38597538668281,LOW,18.290000915527344,4.446000099182129
2026-05-05,69080.8671875,32.78774061393165,0.0,29.16569199795041,LOW,17.3799991607666,4.415999889373779
2026-05-06,69314.125,32.62182688022469,0.0,20.632011397700136,LOW,17.389999389648438,4.355999946594238
2026-05-07,68203.2421875,31.973994805050587,0.0,25.994891602790283,LOW,17.079999923706055,4.392000198364258
2026-05-08,67995.328125,31.742963032021194,0.0,21.30798613043971,LOW,17.190000534057617,4.363999843597412
2026-05-09,68436.6796875,31.745344843537982,0.0,9.234295981808396,LOW,17.190000534057617,4.363999843597412
2026-05-10,69802.40625,32.07234384032488,0.0,14.557199632842648,LOW,17.190000534057617,4.363999843597412
2026-05-11,69381.6875,32.25139792848739,-0.18332930886260895,36.922035200095024,LOW,18.3799991607666,4.409999847412109
2026-05-12,68579.78125,30.788404314710487,-0.18332930886260895,38.72536629556735,LOW,17.989999771118164,4.4629998207092285
2026-05-13,67665.953125,27.726391135116234,-0.18332930886260895,46.284521773270065,LOW,17.8700008392334,4.480999946594238
2026-05-14,69500.5546875,28.827095483441912,-0.18332930886260895,40.710055916018476,LOW,17.260000228881836,4.460999965667725
2026-05-15,68028.1171875,30.02854863039231,-0.18332930886260895,67.06217036560899,LOW,18.43000030517578,4.59499979019165
2026-05-16,67198.265625,30.412762267982394,-0.18332930886260895,58.677992627050166,LOW,18.43000030517578,4.59499979019165
2026-05-17,66668.453125,29.19322921319295,-0.18332930886260895,47.973047881218115,LOW,18.43000030517578,4.59499979019165
2026-05-18,66027.296875,28.65613690806605,-0.18332930886260895,44.61519619134316,LOW,17.81999969482422,4.623000144958496
2026-05-19,66125.203125,27.426887145504082,-0.18332930886260895,56.98330207056882,LOW,18.059999465942383,4.666999816894531
2026-05-20,66631.1875,26.398812881070526,-0.18332930886260895,11.46709388391865,LOW,17.440000534057617,4.572000026702881
2026-05-21,66737.65625,26.2188944334354,-0.18332930886260895,11.714100424847063,LOW,16.760000228881836,4.585999965667725
2026-05-22,65028.44140625,25.98862859766206,-0.18332930886260895,6.161771253264169,LOW,16.700000762939453,4.558000087738037
2026-05-23,66074.9609375,26.62749564091535,-0.18332930886260895,0.898116643232044,LOW,16.700000762939453,4.558000087738037
2026-05-24,66125.40625,26.19061103125763,-0.16046762385690108,0.0,LOW,16.700000762939453,4.558000087738037
2026-05-25,66415.375,26.225384741830567,-0.029054537180171106,16.33530409524346,LOW,16.59000015258789,4.558000087738037
2026-05-26,65162.96875,26.48068091138261,-0.5966418067936418,3.9426219932238897,LOW,17.010000228881836,4.493000030517578
2026-05-27,63994.65625,26.48539202516367,-1.1261180066531313,4.546846391950765,LOW,16.290000915527344,4.480999946594238
2026-05-28,63108.70703125,26.554024869635317,-1.527627898580357,0.0,LOW,15.739999771118164,4.454999923706055
2026-05-29,62913.19921875,26.530445259597315,-1.527627898580357,0.0,LOW,15.319999694824219,4.453000068664551
2026-05-30,63236.44140625,26.5764918452786,-1.527627898580357,0.16802066432633989,LOW,15.319999694824219,4.453000068664551
2026-05-31,63162.203125,24.868431923391686,-1.5623092602739557,11.136645102725625,LOW,15.319999694824219,4.453000068664551
2026-06-01,61294.70703125,26.53370874266146,-2.4347339231054264,19.15962414110618,LOW,16.049999237060547,4.474999904632568
2026-06-02,57391.828125,33.94426157703202,-4.258013674668314,19.33199950708964,LOW,15.770000457763672,4.454999923706055
2026-06-03,55141.71875,34.79441593535085,-4.258013674668314,26.609407806724633,LOW,16.059999465942383,4.491000175476074
2026-06-04,54942.40625,34.1614739641818,-4.258013674668314,22.24667379119552,LOW,15.399999618530273,4.4770002365112305
2026-06-05,52870.515625,35.50289970033758,-4.258013674668314,50.926951384092376,LOW,21.510000228881836,4.535999774932861
2026-06-06,52826.765625,35.510209929153376,-4.258013674668314,47.14144887198469,LOW,21.510000228881836,4.535999774932861
2026-06-07,54885.390625,39.13339500192682,-4.258013674668314,50.413452301286476,LOW,21.510000228881836,4.535999774932861
2026-06-08,54729.00390625,38.86555859511193,-4.258013674668314,38.952277898263155,LOW,18.920000076293945,4.552000045776367
2026-06-09,53440.2265625,37.989357601187415,-4.258013674668314,40.12362335323994,LOW,19.8700008392334,4.5279998779296875
2026-06-10,53270.6328125,38.02736968150898,-4.258013674668314,39.72919914434552,LOW,22.219999313354492,4.541999816894531
2026-06-11,54909.3125,40.400535336878164,-3.37446617420343,17.750948919621475,LOW,19.440000534057617,4.4629998207092285
2026-06-12,54904.0546875,40.410167663101944,-3.37730109498003,16.299941904949485,LOW,17.68000030517578,4.486999988555908
2026-06-13,55682.05859375,39.282641629274096,-2.9578149611353903,13.637256140029033,LOW,17.68000030517578,4.486999988555908
2026-06-14,56631.5234375,39.82416161965028,-2.4458800809548533,17.675032573775106,LOW,17.68000030517578,4.486999988555908
2026-06-15,57188.74609375,40.124860500286914,-2.145435345545211,10.805942617186332,LOW,16.200000762939453,4.486999988555908
2026-06-16,56504.5234375,40.18509881363971,-2.5143562654190936,24.77112871822972,LOW,16.40999984741211,4.486999988555908
2026-06-18,54891.13671875,40.97723380979729,-2.5143562654190936,20.70687953631383,LOW,16.399999618530273,4.486999988555908
